Michele_Alboreto, 1956-12-23, 2,5,243583
Mick_Foley, 1965-06-07, 2,829,1471
Miguel_Monteiro, 1980-01-04, 2,127,9623
Mike_Myers, 1963-05-25, 2,17,71711
Mikel_Arteta, 1982-03-26, 2,3,407509
Mikhail_Bakhtin, 1895-11-17, 2,53,22769
Mikhail_Gorbachev, 1931-03-02, 2,11,110291
Mikhail_Khodorkovsky, 1963-06-26, 2,439,2777
Mikuláš_Dzurinda, 1955-02-04, 2,3,405857
Miriam_Makeba, 1932-03-04, 2,5,242677
Mischa_Barton, 1986-01-24, 2,1103,1109
Mohamed_Hussein_Tantawi, 1935-10-31, 2,31,39163
Mohamed_Morsi, 1951-08-08, 2,53,22961
Monica_Lewinsky, 1973-07-23, 2,3,406981
Morrissey, 1959-05-22, 2,5,243671
Morten_Olsen, 1949-08-14, 2,17,71563
Moshe_Katsav, 1945-12-05, 2,3,405299
Mstislav_Rostropovich, 1927-03-27, 2,3,404161
Mumtaz_Mahal, 1593-09-01, 2,41,28087
Mário_Soares, 1924-12-07, 2,3,404021
Mátyás_Rákosi, 1892-03-09, 2,499,2417
Nancy_Ajram, 1983-05-16, 2,5,244547
Nancy_Reagan, 1921-07-06, 2,2,605719
Naser_al-Din_Shah_Qajar, 1831-07-16, 2,11,108637
Nat_King_Cole, 1919-03-17, 2,41,29537
Natasha_Bedingfield, 1981-11-26, 2,3,407489
Naveen_Andrews, 1969-01-17, 2,41,29759
Nemanja_Vidić, 1981-10-21, 2,3,407483
Neve_Campbell, 1973-10-03, 2,3,406993
Newt_Gingrich, 1943-06-17, 2,2,607723
Nicholas_II_of_Russia, 1868-05-18, 2,5,240347
Nicholas_I_of_Russia, 1796-07-06, 2,71,16741
Nick_Carter_(musician), 1980-01-28, 2,11,111103
Nicolaas_Bloembergen, 1920-03-11, 2,13,93169
Nicole_(Chilean_singer), 1977-01-19, 2,719,1699
Nicos_Anastasiades, 1946-09-27, 2,5,243209
Nigel_Reo-Coker, 1984-05-14, 2,3,407639
Norman_Rockwell, 1894-02-03, 2,619,1949
Nuno_Gomes, 1976-07-05, 2,2,610741
Oliver_Cromwell, 1599-04-25, 2,2,576299
Olli_Rehn, 1962-03-31, 2,11,110807
Olof_Palme, 1927-01-30, 2,5,242491
Omar_Bradley, 1893-02-12, 2,19,63487
Omar_al-Bashir, 1944-01-01, 2,5,243109
Oscar_Niemeyer, 1907-12-15, 2,2,604481
Otto_Fritz_Meyerhof, 1884-04-12, 2,727,1657
Pablo_Picasso, 1881-10-25, 2,7,172027
Paolo_Bettini, 1974-04-01, 2,3,407023
Paolo_Di_Canio, 1968-07-09, 2,7,174289
Park_Chung-hee, 1917-11-14, 2,3,403591
Pascal_Couchepin, 1942-04-05, 2,13,93479
Pau_Gasol, 1980-07-06, 2,19,64327
Paul_Hermann_Müller, 1899-01-12, 2,199,6067
Paul_Krugman, 1953-02-28, 2,2,608609
Paul_Landers, 1964-12-09, 2,211,5779
Paul_Martin, 1938-08-28, 2,191,6359
Paul_Tillich, 1886-08-20, 2,131,9199
Pedro_II_of_Brazil, 1825-12-02, 2,43,27767
Pedro_de_la_Rosa, 1971-02-24, 2,19,64237
Pete_Townshend, 1945-05-19, 2,11,110527
Peter_Agre, 1949-01-30, 2,3,405491
Peter_Carl_Fabergé, 1846-05-30, 2,3,399241
Peter_Finch, 1916-09-28, 2,151,8017
Peter_Greenaway, 1942-04-05, 2,13,93479
Peter_III_of_Portugal, 1717-07-05, 2,113,10391
Petra_Kvitová, 1990-03-08, 2,3,407993
Petula_Clark, 1932-11-15, 2,7,173359
Philipp_Lenard, 1862-06-07, 2,233,5153
Pierre-Auguste_Renoir, 1841-02-25, 2,3,398921
Pierre_Gassendi, 1592-01-22, 2,659,1747
Pierre_Messmer, 1916-03-20, 2,19,63709
Pixie_Lott, 1991-01-12, 2,2,612067
Pope_Benedict_XIV, 1675-03-31, 2,5,233293
Pope_Benedict_XVI, 1927-04-16, 2,41,29573
Pope_Clement_IX, 1600-01-28, 2,23,50119
Pratibha_Patil, 1934-12-19, 2,5,242779
Pyotr_Stolypin, 1862-04-14, 2,2,600311
Queen_Sofía_of_Spain, 1938-11-02, 2,2,607301
Queen_Sonja_of_Norway, 1937-07-04, 2,239,5081
Queen_Victoria, 1819-05-24, 2,13,91753
R._Kelly, 1967-01-08, 2,3,406583
Rachel_Carson, 1907-05-27, 2,743,1627
Rachel_Weisz, 1970-03-07, 2,2,610163
Rainer_Maria_Rilke, 1875-12-04, 2,73,16481
Rainer_Werner_Fassbinder, 1945-05-31, 2,23,52861
Rainier_III,_Prince_of_Monaco, 1923-05-31, 2,5,242357
Rajiv_Gandhi, 1944-08-20, 2,53,22937
Rajneesh, 1931-12-11, 2,223,5441
Ralf_Dahrendorf, 1929-05-01, 2,2,606433
Ramakrishna, 1836-02-18, 2,2,597923
Ramon_Magsaysay, 1907-08-31, 2,13,92993
Ramsay_MacDonald, 1866-10-12, 2,3,400481
Raphaël_Varane, 1993-04-25, 2,89,13759
Rasmus_Lerdorf, 1968-11-22, 2,3,406697
Raymond_Queneau, 1903-02-21, 2,113,10691
Reinhard_Heydrich, 1904-03-07, 2,11,109843
Reinhard_Selten, 1930-10-05, 2,613,1979
René_Descartes, 1596-03-31, 2,2,576019
Richard_Hammond, 1969-12-19, 2,113,10799
Richard_R._Ernst, 1933-08-14, 2,103,11783
Richard_Rorty, 1931-10-04, 2,31,39139
Risto_Ryti, 1889-02-03, 2,2,602759
Rivaldo, 1972-04-19, 2,13,93901
Robert_Bresson, 1901-09-25, 2,2,603913
Robert_Capa, 1913-10-22, 2,59,20509
Robert_Lewandowski, 1988-08-21, 2,3,407899
Robert_Menzies, 1894-12-20, 2,3,402197
Robert_Nozick, 1938-11-16, 2,11,110419
Robert_Venturi, 1925-06-25, 2,53,22871
Robert_Wadlow, 1918-02-22, 2,811,1493
Roberto_Saviano, 1979-09-22, 2,281,4349
Roderick_MacKinnon, 1956-02-19, 2,17,71633
Rodrigo_Santoro, 1975-08-22, 2,23,53101
Roger_Joseph_Boscovich, 1711-05-18, 2,3,391021
Romain_Rolland, 1866-01-29, 2,5,240263
Ron_Paul, 1935-08-20, 2,7,173431
Rooney_Mara, 1985-04-17, 2,2,611543
Rosario_Dawson, 1979-05-09, 2,11,111091
Roy_Hodgson, 1947-08-09, 2,3,405401
Rudolf_Clausius, 1822-01-02, 2,2,596633
Rudolf_Diesel, 1858-03-18, 2,2,599939
Rush_Limbaugh, 1951-01-12, 2,293,4153
Ruslan_Rotan, 1981-10-29, 2,17,71909
Ryan_Reynolds, 1976-10-23, 2,3,407179
Ryo_Miyaichi, 1992-12-14, 2,5,244897
Ryszard_Kapuściński, 1932-03-04, 2,5,242677
Saif_Ali_Khan, 1970-08-16, 2,29,42083
Saki, 1870-12-18, 2,113,10639
Sali_Berisha, 1944-10-15, 2,811,1499
Salomon_Kalou, 1985-08-05, 2,149,8209
Salvador_Allende, 1908-06-26, 2,71,17029
Sam_Neill, 1947-09-14, 2,3,405407
Samuel_C._C._Ting, 1936-01-27, 2,3,404699
Samuel_L._Jackson, 1948-12-21, 2,7,173779
Samuel_P._Huntington, 1927-04-18, 2,2,606247
Sanjay_Dutt, 1959-07-29, 2,191,6379
Sasha_Grey, 1988-03-14, 2,139,8803
Scottie_Pippen, 1965-09-25, 2,2,609757
Sebastian_Kehl, 1980-02-13, 2,47,26003
Sebastian_Larsson, 1985-06-06, 2,61,20051
Sergei_Witte, 1849-06-29, 2,2,599143
Sergio_Agüero, 1988-06-02, 2,19,64403
Sergio_Busquets, 1988-07-16, 2,3,407893
Sergio_Leone, 1929-01-03, 2,3,404269
Seth_Green, 1974-02-08, 2,617,1979
Seydou_Keita_(footballer), 1980-01-16, 2,53,23059
Shahar_Pe'er, 1987-05-01, 2,2,611729
Shaun_Wright-Phillips, 1981-10-25, 2,137,8923
Sheldon_Lee_Glashow, 1932-12-05, 2,463,2621
Shelton_Benjamin, 1975-07-09, 2,19,64279
Shinji_Kagawa, 1989-03-17, 2,823,1487
Simon_van_der_Meer, 1925-11-24, 2,7,173177
Simone_Simons, 1985-01-17, 2,193,6337
Soluna_Samay, 1990-08-27, 2,5,244813
Sophia_Bush, 1982-07-08, 2,41,29819
Sophie_Marceau, 1966-11-17, 2,631,1933
Sophus_Lie, 1842-12-17, 2,3,399031
Stanford_Moore, 1913-09-04, 2,23,52609
Stephan_Andersen, 1981-11-26, 2,3,407489
Stephen_Fry, 1957-08-24, 2,509,2393
Stephen_Hendry, 1969-01-13, 2,29,42073
Sterling_Knight, 1989-03-05, 2,5,244759
Steve_Jobs, 1955-02-24, 2,337,3613
Stéphane_Grappelli, 1908-01-26, 2,53,22811
Subhash_Kak, 1947-03-26, 2,5,243227
Sully_Prudhomme, 1839-03-16, 2,193,6199
Sunita_Williams, 1965-09-19, 2,857,1423
Surayud_Chulanont, 1943-08-28, 2,2,607741
Suzanne_Collins, 1962-08-10, 2,11,110813
Sveinn_Björnsson, 1881-02-27, 2,149,8081
Sven_Hedin, 1865-02-19, 2,3,400381
Sławomir_Mrożek, 1930-06-29, 2,2,606539
T-Pain, 1985-09-30, 2,3,407723
Tadeusz_Mazowiecki, 1927-04-18, 2,2,606247
Tansu_Çiller, 1946-05-24, 2,2,607991
Tara_Reid, 1975-11-08, 2,2,610681
Tarja_Turunen, 1977-08-17, 2,2,610843
Terence_Tao, 1975-07-17, 2,5,244261
Terrence_Malick, 1943-11-30, 2,7,173647
Theodor_Fontane, 1819-12-30, 2,3,397633
Theodor_Mommsen, 1817-11-30, 2,43,27733
Theodor_Svedberg, 1884-08-30, 2,11,109519
Theodore_Dreiser, 1871-08-27, 2,11,109303
Thierry_Henry, 1977-08-17, 2,2,610843
Thomas_Gainsborough, 1727-05-14, 2,347,3389
Thomas_Keneally, 1935-10-07, 2,83,14627
Thomas_Müller, 1989-09-13, 2,41,29851
Thor_Hushovd, 1978-01-18, 2,653,1871
Tiago_Mendes, 1981-05-02, 2,397,3079
Tibor_Sekelj, 1912-02-14, 2,3,403241
Tigran_Sargsyan, 1960-01-29, 2,11,110771
Til_Schweiger, 1963-12-19, 2,3,406397
Tim_Berners-Lee, 1955-06-08, 2,37,32909
Tim_Krul, 1988-04-03, 2,37,33071
Tiziano_Ferro, 1980-02-21, 2,5,244429
Tiësto, 1969-01-17, 2,41,29759
Todor_Zhivkov, 1911-09-07, 2,1033,1171
Tokugawa_Yoshinobu, 1837-10-28, 2,5,239231
Tom_Kenny, 1962-07-13, 2,337,3617
Tom_Wolfe, 1931-03-02, 2,11,110291
Toni_Morrison, 1931-02-18, 2,5,242639
Tony_Hawk, 1968-05-12, 2,2,609997
Tony_Parker, 1982-05-17, 2,29,42157
Toshihide_Maskawa, 1940-02-07, 2,701,1733
Traian_Băsescu, 1951-11-04, 2,3,405659
Tsutomu_Yamaguchi, 1916-03-16, 2,13,93113
Turgut_Özal, 1927-10-13, 2,23,52721
Umberto_Giordano, 1867-08-28, 2,13,92431
Umberto_II_of_Italy, 1904-09-15, 2,73,16553
Unai_Emery, 1971-11-03, 2,79,15451
Ursula_Andress, 1936-03-19, 2,17,71419
Valon_Behrami, 1985-04-19, 2,19,64373
Vangelis, 1943-03-29, 2,2,607703
Vasilis_Torosidis, 1985-06-10, 2,359,3407
Verne_Troyer, 1969-01-01, 2,251,4861
Victor_Hugo, 1802-02-26, 2,3,396547
Victor_Pelevin, 1962-11-22, 2,5,243799
Victoria_Azarenka, 1989-07-31, 2,347,3527
Vincent_du_Vigneaud, 1901-05-18, 2,3,402587
Vito_Mannone, 1988-03-02, 2,53,23087
Vytautas_Landsbergis, 1932-10-18, 2,7,173357
Víctor_Jara, 1932-09-28, 2,37,32797
Věra_Čáslavská, 1942-05-03, 2,109,11149
Walter_Baade, 1893-03-24, 2,3,402091
Walter_Benjamin, 1892-07-15, 2,3,402049
Walter_Brennan, 1894-07-25, 2,13,92809
Walter_Matthau, 1920-10-01, 2,541,2239
Walter_Rudolf_Hess, 1881-03-17, 2,2,602039
Walter_Scott, 1771-08-15, 2,5,236813
Walther_Rathenau, 1867-09-29, 2,761,1579
Ward_Cunningham, 1949-05-26, 2,83,14657
Warren_Beatty, 1937-03-30, 2,7,173473
Warren_G._Harding, 1865-11-02, 2,17,70663
Wentworth_Miller, 1972-06-02, 2,5,244147
Will_Sasso, 1975-05-24, 2,2,610639
Will_Smith, 1968-09-25, 2,2,610031
Willi_Stoph, 1914-07-09, 2,3,403387
William_Gallas, 1977-08-17, 2,2,610843
William_Golding, 1911-09-19, 2,7,172807
William_H._Seward, 1801-05-16, 2,2,594749
William_Hanna, 1910-07-14, 2,149,8117
William_III_of_the_Netherlands, 1817-02-19, 2,3,397459
William_II_of_the_Netherlands, 1792-12-06, 2,829,1433
William_John_Macquorn_Rankine, 1820-07-05, 2,449,2657
Wladimir_Köppen, 1846-09-25, 2,2,598891
Wojciech_Jaruzelski, 1923-07-06, 2,1051,1153
Wolfgang_Pauli, 1900-04-25, 2,83,14549
Wouter_Weylandt, 1984-09-27, 2,5,244597
Władysław_Gomułka, 1905-02-06, 2,13,92957
Yaşar_Kemal, 1923-10-06, 2,353,3433
Yelena_Slesarenko, 1982-02-28, 2,2,611257
Yitzhak_Rabin, 1922-03-01, 2,89,13613
Yoweri_Museveni, 1944-09-15, 2,2,607837
Yukio_Mishima, 1925-01-14, 2,2,606041
Yul_Brynner, 1920-07-11, 2,2,605629
Yves_Klein, 1928-04-28, 2,2,606341
Zine_El_Abidine_Ben_Ali, 1936-09-03, 2,83,14629
Zoe_Saldana, 1978-06-19, 2,71,17209
Émile_Borel, 1871-01-07, 2,3,400739
Étienne_Geoffroy_Saint-Hilaire, 1772-04-15, 2,3,394729
Ólafur_Ragnar_Grímsson, 1943-05-14, 2,3,405143
